films,shortFilms,tvShows,videoGames,parkAttractions,allies,enemies,_id,name,url
[],[],['Elena of Avalor'],[],[],[],[],274,Antonia Bello,https://api.disneyapi.dev/characters/274
[],[],['The Suite Life of Zack & Cody'],[],[],[],[],275,Antonio,https://api.disneyapi.dev/characters/275
[],[],['Elena of Avalor'],[],[],[],[],276,Antonio Agama,https://api.disneyapi.dev/characters/276
[],[],['Gravity Falls'],[],[],[],[],277,Aoshima,https://api.disneyapi.dev/characters/277
['Savage Sam'],[],[],[],[],[],[],278,Apaches,https://api.disneyapi.dev/characters/278
"['Fantasia', 'The Good Dinosaur']",[],"['The Little Mermaid (TV series)', 'The Legend of Tarzan']",[],"['Ford Magic Skyway', 'Primeval World', 'Universe of Energy']",[],[],279,Apatosaurus,https://api.disneyapi.dev/characters/279
['Hercules (film)'],[],['Hercules (TV series)'],[],[],[],[],280,Aphrodite,https://api.disneyapi.dev/characters/280
[],[],['DuckTales'],[],[],[],[],281,Aphroducky,https://api.disneyapi.dev/characters/281
['Fantasia'],[],[],[],[],[],[],282,Apollo,https://api.disneyapi.dev/characters/282
['Hercules (film)'],[],['Hercules (TV series)'],"['Hades Challenge', 'Kingdom Hearts III']",[],[],[],283,Apollo,https://api.disneyapi.dev/characters/283
[],[],['The Little Mermaid (TV series)'],[],[],[],[],284,Apollo,https://api.disneyapi.dev/characters/284
[],[],['Amphibia'],[],[],[],[],285,Apothecary Gary,https://api.disneyapi.dev/characters/285
[],[],[],[],['Kitchen Kabaret'],[],[],286,Bonnie Appetite,https://api.disneyapi.dev/characters/286
['Herbie Goes to Monte Carlo'],[],[],[],[],[],[],287,Wheely Applegate,https://api.disneyapi.dev/characters/287
['Beverly Hills Chihuahua 2'],[],[],[],[],[],[],288,Appoline,https://api.disneyapi.dev/characters/288
[],[],[],[],[],[],[],289,April,https://api.disneyapi.dev/characters/289
[],[],"['House of Mouse', 'Legend of the Three Caballeros', 'DuckTales (2017 series)']",[],[],[],[],290,"April, May, and June",https://api.disneyapi.dev/characters/290
[],[],[],"['Kingdom Hearts: Birth by Sleep', 'Kingdom Hearts coded', 'Kingdom Hearts 3D: Dream Drop Distance', 'Kingdom Hearts HD II.8 Final Chapter Prologue', 'Kingdom Hearts III', 'Disney Emoji Blitz', 'Disney Tsum Tsum']",[],[],[],291,Aqua,https://api.disneyapi.dev/characters/291
[],[],['Adventures of the Gummi Bears'],[],[],[],[],292,Aquarianne,https://api.disneyapi.dev/characters/292
[],[],[],[],[],[],[],293,Arabella,https://api.disneyapi.dev/characters/293
[],[],['101 Dalmatian Street'],[],[],[],[],294,Arabella,https://api.disneyapi.dev/characters/294
[],[],[],[],['Tortuga Tavern'],[],[],295,Arabella Smith,https://api.disneyapi.dev/characters/295
[],[],[],"[""Disney's Aladdin in Nasira's Revenge""]",[],[],[],296,Arachnid,https://api.disneyapi.dev/characters/296
"['The Three Caballeros', 'Melody Time', 'Who Framed Roger Rabbit']",['Clown of the Jungle'],"['Mickey Mouse Works', 'House of Mouse', 'Legend of the Three Caballeros']",['World of Illusion Starring Mickey Mouse and Donald Duck'],"['Gran Fiesta Tour Starring the Three Caballeros', ""Mickey's Soundsational Parade""]",[],[],297,Aracuan Bird,https://api.disneyapi.dev/characters/297
['The Three Musketeers'],[],[],[],[],[],[],298,Aramis,https://api.disneyapi.dev/characters/298
[],[],['Penn Zero: Part-Time Hero'],[],[],[],[],299,"Arata, Hideo, and Yumi",https://api.disneyapi.dev/characters/299
[],[],['Aladdin (TV series)'],[],[],[],[],300,Arbutus,https://api.disneyapi.dev/characters/300
['The Story of Robin Hood and His Merrie Men'],[],[],[],[],[],[],301,Archbishop of Canterbury,https://api.disneyapi.dev/characters/301
"['The Hunchback of Notre Dame', 'The Hunchback of Notre Dame II']",[],[],[],[],[],[],302,Archdeacon,https://api.disneyapi.dev/characters/302
[],[],[],[],['Tower of Terror'],[],[],303,Archibald Smelding,https://api.disneyapi.dev/characters/303
['The Sword in the Stone'],[],"['House of Mouse', 'Once Upon a Time', 'Sofia the First']",['Disney Emoji Blitz'],[],[],[],304,Archimedes,https://api.disneyapi.dev/characters/304
[],[],['The Little Mermaid (TV series)'],[],[],[],[],305,Archimedes,https://api.disneyapi.dev/characters/305
[],[],['Gargoyles'],[],[],[],[],306,Archmage,https://api.disneyapi.dev/characters/306
['Hercules'],[],['Hercules (TV series)'],[],[],[],[],307,Ares,https://api.disneyapi.dev/characters/307
"['Tangled', 'Tangled: Before Ever After']","['Tangled Ever After', 'Hare Peace']","['Once Upon a Time', 'Tangled: The Series']","['Disney Princess Enchanting Storybooks', 'Hidden Worlds', 'Disney Crossy Road', 'Kingdom Hearts III']","['Celebrate the Magic', 'Jingle Bell, Jingle BAM!']",[],[],308,Queen Arianna,https://api.disneyapi.dev/characters/308
"['The Little Mermaid', 'The Little Mermaid II: Return to the Sea', ""The Little Mermaid: Ariel's Beginning"", 'A Goofy Movie', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains"", 'Once Upon a Halloween', 'The Return of Jafar', 'Aladdin and the King of Thieves', 'Cinderella III: A Twist in Time', 'Tangled', 'Ralph Breaks the Internet', 'Aladdin (2019 film)', 'Frozen II', 'The Little Mermaid (live-action film)']",[],"['The Little Mermaid (TV series)', ""Little Mermaid's Island"", '101 Dalmatians: The Series', 'House of Mouse', 'A Poem Is...', 'Once Upon a Time', 'Sofia the First', 'The Wonderful World of Disney: The Little Mermaid Live!']","['The Little Mermaid (video game)', 'Ariel: The Little Mermaid', 'The Little Mermaid II: Return to the Sea (video game)', 'The Little Mermaid II: Pinball Frenzy', 'Disney Princess (video game)', 'Kingdom Hearts (series)', ""The Little Mermaid: Ariel's Majestic Journey"", 'Disney Infinity (series)', 'Disney Magical World 2', 'Disney Emoji Blitz', 'Disney Tsum Tsum (game)', 'Disney Magical Dice', 'Disney Magic Kingdoms', ""Disney Sorcerer's Arena"", 'Disney Heroes: Battle Mode', 'Disney Princess Majestic Quest', 'Disney Mirrorverse', 'PAC-MAN: Ralph Breaks the Maze']","['Cranium Command', ""The Little Mermaid: Ariel's Undersea Adventure"", ""Mickey's Soundsational Parade"", 'World of Color', 'Voyage of the Little Mermaid', 'Sorcerers of the Magic Kingdom', ""It's a Small World"", ""Mickey's PhilharMagic"", 'Fantasmic!', 'The Golden Mickeys', 'Disney Stars and Motorcars Parade', 'Celebrate a Dreams Come True Parade', 'SpectroMagic', ""Mickey's Once Upon a Christmastime Parade"", 'A Christmas Fantasy Parade', ""Walt Disney's Parade of Dreams"", 'Festival of Fantasy Parade', 'Remember... Dreams Come True', 'Wishes', 'Parade of the Stars', 'Paint the Night Parade', 'Voyage to the Crystal Grotto', 'Golden Fairytale Fanfare', 'Ignite the Dream: A Nighttime Spectacular of Magic and Light', ""Peter Pan's Flight""]",[],[],309,Ariel,https://api.disneyapi.dev/characters/309
[],[],['DuckTales'],[],[],[],[],310,Queen Ariel,https://api.disneyapi.dev/characters/310
"['The Good Dinosaur', 'Monsters University', 'Inside Out', 'Ralph Breaks the Internet', 'Toy Story 4']",[],[],"['Disney Infinity (series)', 'The Good Dinosaur: Dino Crossing', 'Disney Tsum Tsum (game)', 'LEGO The Incredibles']",[],[],[],311,Arlo,https://api.disneyapi.dev/characters/311
[],[],['PJ Masks'],[],[],[],[],312,Armadylan,https://api.disneyapi.dev/characters/312
[],[],['Aladdin (TV series)'],[],[],[],[],313,Armand,https://api.disneyapi.dev/characters/313
['Elena and the Secret of Avalor'],[],['Elena of Avalor'],[],[],[],[],314,Armando,https://api.disneyapi.dev/characters/314
"[""Recess: School's Out"", 'Recess: Taking the Fifth Grade', 'Recess: All Growed Down']",[],['Recess'],[],[],[],[],315,Ashley A.,https://api.disneyapi.dev/characters/315
"['Alice in Wonderland (2010 film)', 'Alice Through the Looking Glass']",[],[],[],"['Alice in Wonderland Maze', 'The Nightmare Experiment']",[],[],316,Armoured Cards,https://api.disneyapi.dev/characters/316
['Alice in Wonderland (2010 film)'],[],[],[],[],[],[],317,Armored Chess Pieces,https://api.disneyapi.dev/characters/317
['Holes'],[],[],[],[],[],[],318,Armpit,https://api.disneyapi.dev/characters/318
[],[],"['DuckTales', 'DuckTales (2017 series)']",[],[],[],[],319,Armstrong,https://api.disneyapi.dev/characters/319
[],[],['The Lion Guard'],[],[],[],[],320,Army of Scar,https://api.disneyapi.dev/characters/320
[],[],"[""Chip 'n Dale Rescue Rangers""]",[],[],[],[],321,Arnold Mousenegger and Sugar Ray Lizard,https://api.disneyapi.dev/characters/321
['Treasure Planet'],[],[],[],[],[],[],322,Mr. Arrow,https://api.disneyapi.dev/characters/322
['Hercules'],[],['Hercules (TV series)'],[],[],[],[],323,Artemis,https://api.disneyapi.dev/characters/323
['Artemis Fowl'],[],[],[],[],[],[],324,Artemis Fowl I,https://api.disneyapi.dev/characters/324
['Artemis Fowl'],[],[],[],[],[],[],325,Artemis Fowl II,https://api.disneyapi.dev/characters/325
['Ralph Breaks the Internet'],[],[],[],[],[],[],326,Arthur,https://api.disneyapi.dev/characters/326
[],[],['Jungle Cubs'],[],[],[],[],327,Arthur and Cecil,https://api.disneyapi.dev/characters/327
['Air Bud'],[],[],[],[],[],[],328,Arthur Chaney,https://api.disneyapi.dev/characters/328
[],[],['Legend of the Three Caballeros'],[],[],[],[],329,King Arthur,https://api.disneyapi.dev/characters/329
[],[],['Adventures of the Gummi Bears'],[],[],[],[],330,Artie Deco,https://api.disneyapi.dev/characters/330
[],[],['Liv & Maddie'],[],[],[],[],331,Artie Smalls,https://api.disneyapi.dev/characters/331
"['Alice in Wonderland (2010 film)', 'Alice Through the Looking Glass']",[],[],[],[],[],[],332,Hamish Ascot,https://api.disneyapi.dev/characters/332
"['Alice in Wonderland (2010 film)', 'Alice Through the Looking Glass']",[],[],[],[],[],[],333,Lord Ascot,https://api.disneyapi.dev/characters/333
[],[],['Hercules (TV series)'],[],[],[],[],334,Asgardian Gods,https://api.disneyapi.dev/characters/334
[],[],['Elena of Avalor'],[],[],[],[],335,Ash Delgado,https://api.disneyapi.dev/characters/335
[],[],['Fillmore!'],[],[],[],[],336,Fiona Ashbury,https://api.disneyapi.dev/characters/336
['Homeward Bound II: Lost in San Francisco'],[],[],[],[],[],[],337,Ashcan and Pete,https://api.disneyapi.dev/characters/337
[],[],['W.I.T.C.H. (TV series)'],[],[],[],[],338,Nigel Ashcroft,https://api.disneyapi.dev/characters/338
"['Beverly Hills Chihuahua', 'Beverly Hills Chihuahua 2']",[],[],[],[],[],[],339,Vivian Ashe,https://api.disneyapi.dev/characters/339
"[""Recess: School's Out"", 'Recess: Taking the Fifth Grade', 'Recess: All Growed Down']",[],['Recess'],[],[],[],[],340,The Ashleys,https://api.disneyapi.dev/characters/340
[],[],['The Lion Guard'],[],[],[],[],341,Askari,https://api.disneyapi.dev/characters/341
['Bedtime Stories'],[],[],[],[],[],[],342,Aspen,https://api.disneyapi.dev/characters/342
[],[],['Mighty Ducks (TV series)'],[],[],[],[],343,Asteroth,https://api.disneyapi.dev/characters/343
['Bedknobs and Broomsticks'],[],[],[],[],[],[],344,Astoroth,https://api.disneyapi.dev/characters/344
[],[],['Star Darlings'],[],[],[],[],345,Astra,https://api.disneyapi.dev/characters/345
[],[],['Sofia the First'],[],[],[],[],346,Princess Astrid,https://api.disneyapi.dev/characters/346
[],[],['The Lion Guard'],[],[],[],[],347,Astuto,https://api.disneyapi.dev/characters/347
['Hercules (film)'],[],['Hercules (TV series)'],['Kingdom Hearts III'],[],[],[],348,Athena,https://api.disneyapi.dev/characters/348
['Kim Possible (film)'],[],['Kim Hushable'],[],[],[],[],349,Athena,https://api.disneyapi.dev/characters/349
['Tomorrowland (film)'],[],[],[],[],[],[],350,Athena,https://api.disneyapi.dev/characters/350
"[""The Little Mermaid: Ariel's Beginning"", 'The Little Mermaid (live-action film)']",[],[],[],[],[],[],351,Queen Athena,https://api.disneyapi.dev/characters/351
['The Three Musketeers'],[],[],[],[],[],[],352,Athos,https://api.disneyapi.dev/characters/352
['Brother Bear 2'],[],[],[],[],[],[],353,Atka,https://api.disneyapi.dev/characters/353
"['Tangled', 'Tangled: Before Ever After']",['Tangled Ever After'],['Tangled: The Series'],['Disney Crossy Road'],['Wishes (Disney Fantasy)'],[],[],354,Attila,https://api.disneyapi.dev/characters/354
"[""Pirates of the Caribbean: At World's End""]",['Pirates of the Caribbean: Tales of the Code: Wedlocked'],[],['Disney Crossy Road'],['Pirates of the Caribbean (attraction)'],[],[],355,The Auctioneer,https://api.disneyapi.dev/characters/355
['The Small One'],[],[],[],[],[],[],356,The Auctioneer,https://api.disneyapi.dev/characters/356
"['Descendants', 'Descendants 3', 'Descendants: The Royal Wedding']","[""Audrey's Royal Return: A Descendants Short Story""]",['Descendants: Wicked World'],[],[],[],[],357,Audrey,https://api.disneyapi.dev/characters/357
['Home on the Range'],['A Dairy Tale: The Three Little Pigs'],[],['Disney TH!NK Fast'],[],[],[],358,Audrey,https://api.disneyapi.dev/characters/358
[],[],['The Little Mermaid (TV series)'],[],[],[],[],359,King Augustus,https://api.disneyapi.dev/characters/359
[],[],[],[],[],[],[],360,Aunt Arctic,https://api.disneyapi.dev/characters/360
[],[],['Marsupilami (TV series)'],[],[],[],[],361,Aunt Bethie,https://api.disneyapi.dev/characters/361
[],[],['The Evermoor Chronicles'],[],[],[],[],362,Aunt Bridget,https://api.disneyapi.dev/characters/362
"['Big Hero 6', 'Ralph Breaks the Internet']",[],['Big Hero 6: The Series'],[],[],[],[],363,Aunt Cass,https://api.disneyapi.dev/characters/363
['Return to Oz'],[],['Once Upon a Time'],[],[],[],[],364,Aunt Em,https://api.disneyapi.dev/characters/364
"[""The Muppets' Wizard of Oz""]",[],[],[],[],[],[],365,Aunt Em,https://api.disneyapi.dev/characters/365
"['Bambi (film)', 'Bambi II']",[],[],[],[],[],[],366,Aunt Ena,https://api.disneyapi.dev/characters/366
"[""Mickey's Once Upon a Christmas""]",[],[],[],[],[],[],367,Aunt Gertie,https://api.disneyapi.dev/characters/367
[],[],['Penn Zero: Part-Time Hero'],[],[],[],[],368,Aunt Rose and Uncle Chuck,https://api.disneyapi.dev/characters/368
['James and the Giant Peach'],[],[],[],[],[],[],369,Aunt Spiker,https://api.disneyapi.dev/characters/369
['James and the Giant Peach'],[],[],[],[],[],[],370,Aunt Sponge,https://api.disneyapi.dev/characters/370
[],[],['Lilo & Stitch: The Series'],[],[],[],[],371,Aunt Stacy,https://api.disneyapi.dev/characters/371
[],[],['Sofia the First'],[],[],[],[],372,Aunt Tilly,https://api.disneyapi.dev/characters/372
"['Sleeping Beauty', 'Oliver & Company', 'The Little Mermaid', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains"", 'Disney Princess Enchanted Tales: Follow Your Dreams', 'Maleficent (film)', 'Ralph Breaks the Internet', 'Maleficent: Mistress of Evil']",[],"['Mickey Mouse Works', 'House of Mouse', 'A Poem Is...', 'Once Upon a Time', 'Sofia the First']","['Kingdom Hearts (series)', 'Disney Princess: Royal Adventure', 'Disney Princess: Magical Jewels', 'Disney Princess: Enchanted Journey', 'Kinect Disneyland Adventures', 'Epic Mickey: Power of Illusion', 'Disney Tsum Tsum (game)', 'Disney Infinity: 2.0 Edition', 'Disney Magic Kingdoms', 'Disney Emoji Blitz', 'Disney Getaway Blast']","['Sleeping Beauty Castle', 'Le Château de la Belle au Bois Dormant', 'Fantasmic!', 'Dream Along With Mickey', 'World of Color', 'Cinderella Castle Mystery Tour', ""Mickey's Soundsational Parade"", ""Walt Disney's Parade of Dreams"", 'The Golden Mickeys', ""Mickey's Once Upon a Christmastime Parade"", 'A Christmas Fantasy Parade', 'Jubilation!', 'Celebrate a Dreams Come True Parade', 'Princess Fairytale Hall', 'Parade of the Stars', 'Disney Dreams!']",[],[],373,Aurora,https://api.disneyapi.dev/characters/373
[],[],"['Doc McStuffins', 'The Doc Files']",[],[],[],[],374,Aurora the Telescope,https://api.disneyapi.dev/characters/374
[],[],[],['Treasure Planet: Battle at Procyon'],[],[],[],375,Captain Aurora Mayflower,https://api.disneyapi.dev/characters/375
['Holes'],[],[],[],[],[],[],376,Austin Gorg,https://api.disneyapi.dev/characters/376
[],[],['T.O.T.S.'],[],[],[],[],377,Ava,https://api.disneyapi.dev/characters/377
[],[],[],[],[],[],[],378,Avatar Singh,https://api.disneyapi.dev/characters/378
[],[],['American Dragon: Jake Long'],[],[],[],[],379,Avemetrus,https://api.disneyapi.dev/characters/379
[],[],['Kim Possible'],[],[],[],[],380,Aviarius,https://api.disneyapi.dev/characters/380
[],[],['Elena of Avalor'],[],[],[],[],381,Avión,https://api.disneyapi.dev/characters/381
[],[],['Penn Zero: Part-Time Hero'],[],[],[],[],382,General Shirley B. Awesome,https://api.disneyapi.dev/characters/382
[],[],['Tangled: The Series'],[],[],[],[],383,Axel,https://api.disneyapi.dev/characters/383
[],[],[],[],[],[],[],384,Prince Axel,https://api.disneyapi.dev/characters/384
[],[],['TaleSpin'],[],[],[],[],385,Dr. Axoloti,https://api.disneyapi.dev/characters/385
[],[],['Aladdin (TV series)'],[],[],[],[],386,Ayam Aghoul,https://api.disneyapi.dev/characters/386
['In Search of the Castaways'],[],[],[],[],[],[],387,Thomas Ayerton,https://api.disneyapi.dev/characters/387
[],[],['The Lion Guard'],[],[],[],[],388,Azaad,https://api.disneyapi.dev/characters/388
[],[],['Aladdin (TV series)'],[],[],[],[],389,Aziz,https://api.disneyapi.dev/characters/389
[],[],['Sofia the First'],[],[],[],[],390,Azurine,https://api.disneyapi.dev/characters/390
[],[],['The Replacements'],[],[],[],[],391,Agent B,https://api.disneyapi.dev/characters/391
"['Air Buddies', 'Snow Buddies', 'Space Buddies', 'Santa Buddies', 'Spooky Buddies', 'Treasure Buddies', 'Super Buddies']",[],[],[],[],[],[],392,B-Dawg,https://api.disneyapi.dev/characters/392
['Treasure Planet'],[],['Movie Surfers'],[],[],[],[],393,B.E.N.,https://api.disneyapi.dev/characters/393
['Ralph Breaks the Internet'],[],[],[],['Ralph Breaks VR'],[],[],394,B.E.V.,https://api.disneyapi.dev/characters/394
['The Black Hole'],[],[],['Disney Heroes: Battle Mode'],[],[],[],395,B.O.B.,https://api.disneyapi.dev/characters/395
[],[],['DuckTales (2017 series)'],[],[],[],[],396,B.O.Y.D.,https://api.disneyapi.dev/characters/396
[],[],['Mighty Ducks (TV series)'],[],[],[],[],397,B.R.A.W.N.,https://api.disneyapi.dev/characters/397
[],[],['Timon & Pumbaa'],[],[],[],[],398,Baampu,https://api.disneyapi.dev/characters/398
"['Who Framed Roger Rabbit', 'Tall Tale']",['Paul Bunyan'],['Phineas and Ferb'],['Epic Mickey 2: The Power of Two'],['Garden of the Twelve Friends'],[],[],399,Babe,https://api.disneyapi.dev/characters/399
['Treasure Buddies'],[],[],[],[],[],[],400,Babi,https://api.disneyapi.dev/characters/400
"['Tarzan', 'Tarzan II']",[],['The Legend of Tarzan'],['Tarzan (video game)'],[],[],[],401,Baboons,https://api.disneyapi.dev/characters/401
